,Substance,Source,Type of Event,Region,Event Category,Substance_num,Source_num,Grouped Events
2867,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2868,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2869,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2870,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2871,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2872,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2873,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2874,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2875,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2876,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2877,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2878,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2879,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2880,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
2881,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2882,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2883,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2884,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2885,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2886,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2887,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2888,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2889,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2890,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2891,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2892,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2893,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2894,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2895,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2896,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2897,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2898,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2899,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2900,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2901,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2902,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2903,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2904,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2905,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2906,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2907,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2908,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2909,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2910,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2911,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2912,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2913,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2914,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2915,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2916,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
2917,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2918,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2919,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2920,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2921,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2922,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2923,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2924,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2925,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2926,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2927,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2928,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2929,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2930,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2931,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2932,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2933,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2934,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2935,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2936,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2937,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2938,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2939,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2940,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2941,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2942,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2943,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2944,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2945,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2946,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2947,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2948,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2949,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2950,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2951,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2952,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
2953,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2954,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2955,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2956,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2957,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2958,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2959,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2960,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2961,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2962,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2963,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2964,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2965,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2966,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2967,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2968,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2969,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2970,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2971,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2972,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2973,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2974,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2975,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2976,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2977,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2978,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2979,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2980,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2981,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2982,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2983,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2984,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2985,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2986,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2987,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2988,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
2989,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2990,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2991,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2992,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2993,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2994,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2995,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2996,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2997,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2998,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
2999,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3000,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3001,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3002,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3003,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3004,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3005,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3006,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3007,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3008,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3009,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3010,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3011,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3012,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3013,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3014,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3015,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3016,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3017,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3018,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3019,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3020,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3021,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3022,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3023,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3024,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3025,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3026,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3027,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3028,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3029,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3030,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3031,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3032,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3033,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3034,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3035,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3036,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3037,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3038,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3039,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3040,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3041,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3042,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3043,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3044,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3045,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3046,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3047,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3048,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3049,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3050,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3051,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3052,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3053,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3054,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3055,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3056,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3057,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3058,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3059,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3060,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3061,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3062,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3063,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3064,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3065,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3066,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3067,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3068,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3069,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3070,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3071,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3072,Opioids,Deaths,Accidental apparent substance deaths,Newfoundland and Labrador,2,1,1,
3073,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3074,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3075,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3076,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3077,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3078,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3079,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3080,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3081,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3082,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3083,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3084,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3085,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3086,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3087,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3088,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3089,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3090,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3091,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3092,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3093,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3094,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3095,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3096,Opioids,Deaths,Accidental apparent substance deaths,Canada,2,1,1,
3097,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3098,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3099,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3100,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3101,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3102,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3103,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3104,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3105,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3106,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3107,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3108,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3109,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3110,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3111,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3112,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3113,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3114,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3115,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3116,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3117,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3118,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3119,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3120,Opioids,Deaths,Accidental apparent substance deaths,British Columbia,2,1,1,
3121,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3122,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3123,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3124,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3125,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3126,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3127,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3128,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3129,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3130,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3131,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3132,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3133,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3134,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3135,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3136,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3137,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3138,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3139,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3140,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3141,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3142,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3143,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3144,Opioids,Deaths,Accidental apparent substance deaths,Alberta,2,1,1,
3145,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3146,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3147,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3148,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3149,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3150,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3151,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3152,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3153,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3154,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3155,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3156,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3157,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3158,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3159,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3160,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3161,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3162,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3163,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3164,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3165,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3166,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3167,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3168,Opioids,Deaths,Accidental apparent substance deaths,Saskatchewan,2,1,1,
3169,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3170,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3171,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3172,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3173,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3174,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3175,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3176,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3177,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3178,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3179,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3180,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3181,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3182,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3183,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3184,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3185,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3186,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3187,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3188,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3189,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3190,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3191,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3192,Opioids,Deaths,Accidental apparent substance deaths,Ontario,2,1,1,
3193,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3194,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3195,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3196,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3197,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3198,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3199,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3200,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3201,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3202,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3203,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3204,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3205,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3206,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3207,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3208,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3209,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3210,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3211,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3212,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3213,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3214,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3215,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3216,Opioids,Deaths,Accidental apparent substance deaths,New Brunswick,2,1,1,
3217,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3218,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
3219,Opioids,Deaths,Accidental apparent substance deaths,Nova Scotia,2,1,1,
